AvgRequestNo,AvgTimeBetwReq,AvgTimeBetwRespReq,AvgDataRate,AvgPacketNo,AvgPacketSize,AvgConcurrentReq,MaxReq,AvgDuration,Class
6.3,0.221,0.317,0.453,44.2,1281.328,6.7,39,0.078,normal
32,0.011,0.012,0.552,77,896.74,32,32,0.026,normal
2.861,0.346,0.654,0.32,29.583,1351.818,2.694,40,0.04,normal
4.467,0.246,0.356,0.177,19.166,1157.31,3.9,53,0.189,normal
0.758,1.328,0.413,0.062,6.168,1246.788,0.673,32,2.227,normal
1.5,0.734,0.494,0.153,14.333,1335.16,1.708,13,0.174,normal
1.543,0.676,0.86,0.071,6.886,1291.83,1.4,9,0.076,normal
10.077,0.106,0.181,0.881,83,1326.52,8,101,0.049,normal
17.167,0.055,0.024,7.717,664.833,1450.979,8.833,38,0.1,normal
0.244,3.594,0.256,3.598,297.258,1512.821,0.216,52,0.0462,normal
2.467,0.405,0.652,0.559,49.283,1418.652,1.767,32,0.039,normal
1,0.057,0.071,2.284,212,1346.712,11,11,0.034,normal
7.588,0.105,0.055,3.587,302.412,1482.705,3.588,26,0.082,normal
0.875,0.95,1.777,0.692,57.625,1500.952,0.875,6,0.103,normal
24,0.018,0.049,4.581,414,1383.176,24,24,0.009,normal
4.683,0.278,0.536,0.418,40.083,1302.671,3.783,21,0.051,normal
5.65,0.172,0.205,0.668,59.85,1395.805,4.588,46,0.052,normal
0.031,36.924,5.875,0.044,3.741,1475.798,0.0545,6,31.847,normal
27,0.018,0.017,0.947,109,1085.56,27,27,0.033,normal
0.176,0.818,0.731,4.753,392.559,1513.492,0.176,4,0.08,normal
0.07,18.549,2.658,0.001,0.11,407.455,0.06,2,16.026,normal
6,0.144,0.135,0.047,9,648,6,6,0.104,normal
0.647,1.698,2.168,0.029,2.824,1298.708,0.765,4,0.17,normal
1.1,1.698,2.168,0.05,4.8,1298.708,1.3,4,0.17,normal
0.5,2.073,1.302,0.038,4,1200.5,1,3,0.851,normal
0.019,19758.023,20445.846,1.363,112.56,1513.184,0.021,3,0.449,normal
5.117,0.203,0.333,0.006,5.117,139.084,4.915,11,0.001,normal
0.205,4.652,3.605,0.257,22.19,1449.841,0.205,8,0.198,normal
1.242,0.805,1.664,0.148,13.453,1371.179,1.059,26,0.157,normal
12.769,0.06,0.04,3.396,294,1443.695,7.23,25,0.103,normal
6.533,0.08,0.075,1.544,135,1430.012,4.733,26,0.121,normal
0.453,2.263,2.187,0.153,7.264,2641.068,0.415,9,0.116,normal
1.343,0.747,0.644,0.393,35.743,1374.144,1.6,17,0.503,normal
8.063,0.126,0.247,0.411,49.463,1037.488,12,45,0.292,normal
0.814,1.274,0.928,0.248,23.414,1322.303,0.886,11,0.585,normal
3.18,0.302,0.213,3.526,296.361,1487.14,1.889,21,0.142,normal
2.159,0.392,0.337,0.32,29.377,1361.878,1.768,29,0.325,normal
2.258,0.392,0.337,0.335,30.712,1361.878,1.848,29,0.325,normal
24.083,0.042,0.034,4.273,376.917,1417.012,16.75,49,0.187,normal
4.5,0.047,0.04,2.989,88.5,4221.119,4.5,9,0.227,normal
1.163,0.704,0.495,0.504,34.021,1850.143,1.011,27,0.16,normal
1.267,0.926,0.409,0.449,41.233,1360.956,1.267,14,0.639,normal
20.467,0.051,0.039,3.805,336.333,1414.28,13.667,33,0.137,normal
0.013,96.404,16.044,0.001,0.031,873.333,0.016,2,0.167,normal
0.018,22.675,36.23,0.001,0.159,1002.311,0.012,9,0.985,normal
0.06,16.742,1.903,0.0119,1.173,1265.396,0.037,8,0.211,normal
0.048,17.767,11.395,0.006,0.603,1256.028,0.029,3,0.001,normal
0.14,5.835,3.236,0.001,0.253,417.798,0.063,5,0.002,normal
0.488,2.062,2.734,0.337,28.463,1480.266,0.5,51,0.019,normal
0.191,5.252,6.647,0.067,5.724,1461.537,0.178,40,0.03,normal
0.113,8.84,10.066,0.031,2.71,1447.643,0.11,39,0.021,normal
0.116,8.273,9.02,0.039,3.323,1460.402,0.105,40,0.263,normal
0.749,0.841,2.068,0.208,17.962,1450.129,0.813,85,3.619,normal
0.146,6.887,14.207,0.019,1.795,1304.864,0.155,56,1.709,normal
0.23,4.362,7.224,0.046,4.39,1309.057,0.219,34,0.25,normal
0.197,5.096,10.033,0.007,0.819,1029.549,0.214,30,0.342,normal
0.003,336.7,84.746,0.008,1.121,939.827,0.003,4,0.072,normal
0.114,8.79,15.011,0.032,2.786,1439.784,0.126,28,0.251,normal
2.146,0.466,0.196,0.011,2.731,495,1.75,112,0.006,normal
0.535,1.872,2.375,0.504,42.489,1482.175,0.544,80,0.02,normal
0.408,2.463,2.24,0.369,31.372,1468.429,0.336,42,0.202,normal
0.02,12.684,67.327,0.003,0.248,1339.408,0.02,22,0.24,normal
0.424,2.342,1.941,0.007,0.923,885.155,0.399,10,0.191,normal
0.073,13.691,16.505,0.082,6.99,1460.588,0.061,30,0.243,normal
0.023,44.223,44.125,0.001,0.108,1091.336,0.016,6,0.112,normal
0.217,4.667,8.724,0.052,4.52,1440.224,0.204,36,0.141,normal
0.279,3.58,5.916,0.101,8.614,1462.666,0.269,32,0.185,normal
0.235,4.258,8.278,0.064,5.495,1446.771,0.222,58,0.162,normal
0.33,3.04,5.393,0.052,4.603,1403.389,0.335,82,1.145,normal
0.452,2.215,1.994,0.073,6.452,1422.604,0.511,82,7.635,normal
2.116,0.473,0.152,0.112,12.71,1105.854,0.314,65,0.276,normal
0.205,4.896,2.858,0.033,2.923,1406.195,0.226,19,2.433,normal
1.977,0.506,0.283,0.024,7.488,402.587,0.37,50,0.468,normal
0.003,109.817,18.779,0.001,0.107,262.746,0.003,7,0.09,normal
0.119,6.988,22.63,0.001,0.299,448.58,0.138,13,0.03,normal
0.039,22.58,27.114,0.018,1.504,1456.44,0.042,16,0.276,normal
0.062,15.766,17.146,0.015,1.357,1401.856,0.057,15,0.234,normal
0.009,75.935,96.881,0.001,0.058,1113.893,0.01,14,0.566,normal
0.085,4.975,7.206,0.023,1.954,1457.657,0.086,46,0.108,normal
0.336,2.454,2.115,0.005,0.762,889.627,0.3161,12,0.196,normal
0.011,29.857,40.973,0.001,0.017,416.268,0.012,8,0.382,normal
0.047,21.195,18.695,0.007,0.58,1422.004,0.054,13,10.026,normal
0.36,2.78,0.921,0.107,9.108,1462.535,0.439,50,5.317,normal
0.243,3.693,3.064,0.004,0.751,597.091,0.051,8,0.01,normal
0.268,3.738,4.316,0.311,26.212,1481.22,0.17,24,0.019,normal
0.27,3.702,2.944,0.09,7.739,1451.488,0.265,31,1.915,normal
9.238,0.108,0.111,0.186,30.207,771.591,1.079,129,0.021,normal
10.6,0.079,0.065,0.348,37.6,1157.566,9.33,76,0.061,normal
6.203,0.16,0.116,0.369,29.886,1541.841,5.987,83,0.066,normal
1.804,0.411,0.486,1,85.13,1467.902,1.283,28,0.125,normal
0.77,1.303,1.508,2.195,182.274,1505.589,0.513,27,0.107,normal
2.022,0.502,0.561,5.507,457.4,1505.073,1.422,23,0.1,normal
5.233,0.188,0.31,1.5,134.167,1397.609,4.4,57,0.017,normal
0.23,4.333,1.535,0.01,1.194,1043.181,0.245,17,0.606,normal
5.238,0.19,0.181,0.483,45.09,1338.398,4.754,116,0.087,normal
2.564,0.388,0.292,0.037,5.746,804.511,2.76,59,0.415,normal
20.597,0.049,0.01,0.273,48.227,707.5,23.317,243,0.163,normal
25.947,0.038,0.009,0.338,60.896,694.49,27.516,337,0.032,normal
16.415,0.061,0.047,0.138,29.197,591.558,16.864,407,0.221,normal
42.25,0.024,0.022,0.595,114.676,648.369,43.074,345,0.092,normal
50.756,0.02,0.017,0.514,127.704,503.597,58.941,612,0.032,normal
12.653,0.079,0.056,0.323,45.797,880.646,12.565,411,0.351,normal
11.876,0.084,0.266,0.187,25.742,907.06,21.316,472,0.273,normal
23.152,0.043,0.017,0.669,80.632,1037.249,19.235,445,0.219,normal
27.511,0.036,0.043,0.273,57.528,592.395,40.83,433,0.074,normal
3.608,0.276,0.098,0.049,7.981,763.21,3.769,338,0.279,normal
26.354,0.038,0.03,0.275,54.211,634.284,30.318,243,0.069,normal
23.048,0.043,0.046,0.282,54.811,643.873,30.858,616,0.146,normal
16.842,0.059,0.213,0.196,35.215,695.85,16.341,2846,0.289,normal
19.632,0.051,0.002,0.279,41.211,845.07,19.007,575,0.005,normal
1.911,0.523,0.369,0.085,10.378,1019.084,1.514,85,0.0869,normal
13.474,0.074,0.061,0.078,19.623,494.84,12.868,325,0.009,normal
10.711,0.093,0.019,1.938,206.163,1174.783,3.961,83,0.037,normal
11.3,0.088,0.017,2.624,278.874,1176.114,4.241,125,0.027,normal
10.202,0.098,0.069,0.613,70.569,1086.41,7.51,365,0.023,normal
9.527,0.105,0.06,0.527,69.187,952.924,6.78,189,0.01,normal
25.379,0.039,0.062,0.187,38.049,614.154,24.761,2500,0.0194,normal
0.039,25.563,1.909,0.068,5.721,1494.252,0.045,61,0.411,normal
0.325,3.057,2.579,0.01,1.337,971.013,0.323,185,0.255,normal
4.741,0.211,0.269,0.096,13.028,922.136,5.381,548,0.076,normal
3.138,0.292,0.243,0.01,11.944,1044.617,3.535,948,0.229,normal
10.718,0.093,0.019,1.939,206.291,1174.783,3.964,83,0.037,normal
0.074,25.946,12.869,0.023,2.368,1213.994,0.081,4,0.356,normal
0.071,11.016,7.597,0.001,0.086,440.809,0.061,6,0.001,normal
0.028,34.517,19.972,0.001,0.032,365.289,0.026,2,0.005,normal
0.027,14.977,7.428,0.001,0.034,502.204,0.025,3,0.001,normal
0.025,41.15,50.976,0.014,1.193,1481.936,0.025,15,0.114,normal
0.05,20.164,29.013,0.018,1.524,1463.65,0.04,16,0.052,normal
0.033,30.679,36.861,0.01,0.847,1454.405,0.033,12,0.169,normal
0.047,21.687,26.093,0.024,2.015,1477.466,0.037,14,0.106,normal
0.046,22.043,20.148,0.006,0.519,1413.113,0.051,17,9.859,normal
0.13,7.703,1.985,0.032,2.706,1457.554,0.161,24,7.901,normal
0.149,6.74,2.554,0.021,1.845,1421.447,0.175,17,4.065,normal
0.055,18.252,21.606,0.002,0.223,1210.15,0.062,14,1.49,normal
0.04,22.56,27.114,0.018,1.543,1456.44,0.043,16,0.276,normal
0.009,75.935,96.881,0.001,0.058,1113.893,0.01,14,0.566,normal
0.014,66.912,101.339,0.001,0.04,922.098,0.016,12,0.291,normal
0.009,1.438,1.855,0.001,0.013,480.905,0.011,9,0.231,normal
0.053,15.609,24.428,0.005,0.493,1373.42,0.051,13,0.154,normal
0.011,53.683,77.1,0.001,0.119,1299.996,0.01,7,0.051,normal
0.016,62.835,75.304,0.001,0.111,1293.473,0.017,16,0.962,normal
0.047,21.195,18.695,0.007,0.58,1422.004,0.054,13,10.026,normal
0.027,37.258,26.901,0.001,0.028,592.71,0.031,12,20.719,normal
0.025,40.702,17.636,0.001,0.126,1246.342,0.025,14,0.54,normal
0.019,54.307,57.161,0.002,0.146,1313.59,0.021,16,1.521,normal
0.027,54.307,57.161,0.002,0.21,1313.59,0.03,16,1.52,normal
4.86,0.205,0.17,0.146,19.118,954.646,5.424,92,0.04,normal
23.315,0.043,0.002,0.951,127.411,932.725,0.278,138,0.011,normal
22.515,0.044,0.047,0.127,30.271,524.362,16.699,2552,0.02,normal
0.007,158.593,165.984,0.001,0.007,218.182,0.006,2,0.002,normal
0.06,16.742,1.903,0.012,1.182,1265.396,0.037,8,0.211,normal
0.048,17.767,11.395,0.006,0.603,1256.028,0.029,3,0.001,normal
0.061,9.067,4.367,0.007,0.76,1199.19,0.04,4,0.001,normal
79.906,0.013,0.002,7.175,973.67,921.164,25.072,285,0.014,normal
46.3,0.022,0.004,5.714,768.767,929.107,0.133,36,0.007,normal
97.206,0.01,0.007,0.571,157.274,453.628,121.432,586,0.079,normal
3.657,0.273,0.048,0.04,8.207,605.918,4.733,498,0.165,normal
12.25,0.06,0.006,0.116,17.333,835.7884,12.25,31,0.084,normal
0.008,115.425,27.216,0.001,0.058,1058.789,0.008,3,57.558,normal
12.25,0.06,0.006,0.116,17.333,835.7884,12.25,31,0.084,normal
0.167,6.269,6.179,0.001,0.167,357,0.19,3,0.077,normal
67.383,0.015,0.476,2.674,325.973,1025.524,96.437,223,0.409,normal
7.625,0.134,0.107,0.077,12.167,788.603,11.333,65,0.097,normal
3,0.359,0.178,0.102,11.5,1112.783,3.25,9,0.065,normal
12.25,0.06,0.006,0.116,17.333,835.7884,12.25,31,0.084,normal
0.444,2.369,4.932,0.002,0.889,299.25,0.422,2,0.061,normal
0.08,18.017,16.392,0.031,2.72,1429.838,0.12,2,2.094,normal
0.106,0.413,0.973,0.052,4.815,1359.398,0.113,8,0.188,normal
1.805,0.534,0.667,0.141,13.623,1297.87,1.199,37,0.057,normal
4,0.119,0.134,0.203,20,1266.025,4,5,0.109,normal
2.4,0.212,0.131,0.226,22,1283.955,2.4,6,0.226,normal
0.23,4.333,1.535,0.01,1.194,1043.181,0.245,17,0.606,normal
5.5,0.186,0.196,0.204,23.5,1082.447,5.5,8,0.091,normal
0.027,3.205,0.298,1.55,142.662,1358.199,0.03,5,0.551,normal
0.034,29.741,53.749,0.012,1.032,1470.905,0.035,17,2.2,normal
0.15,7.829,7.675,0.115,10.5,1373.06,0.15,5,0.111,normal
0.294,3.403,4.604,0.086,7.48,1444.606,0.282,80,0.032,normal
0.402,2.492,1.227,0.073,6.376,1430.501,0.438,39,1.705,normal
0.059,17.113,33.689,0.017,1.589,1336.911,0.063,33,0.213,normal
0.116,6.785,14.865,0.024,2.109,1420.884,0.107,82,0.119,normal
0.027,36.783,60.8,0.027,2.298,1488.444,0.027,28,0.268,normal
2.094,0.477,0.425,0.013,2.846,560.9,1.722,112,0.007,normal
0.082,12.294,13.08,0.068,5.694,1482.11,0.077,24,0.108,normal
0.133,7.548,17.861,0.061,5.184,1474.873,0.128,78,0.195,normal
0.099,10.638,9.896,0.257,21.702,1481.213,0.079,26,0.039,normal
0.077,13.012,31.398,0.063,5.307,1488.804,0.071,72,0.173,normal
0.034,29.741,53.749,0.012,1.032,1470.905,0.035,17,2.2,normal
0.141,6.893,6.032,0.036,3.138,1436.012,0.147,41,0.263,normal
0.119,6.893,6.032,0.031,2.664,1436.012,0.125,41,0.263,normal
0.093,10.638,9.896,0.241,20.297,1481.213,0.074,26,0.039,normal
1.992,0.502,110.27,0.207,19.947,1297.764,1.745,49,0.177,normal
2.331,0.429,673.325,0.317,29.938,1323.436,1.886,41,0.191,normal
2.14,0.467,692.671,0.864,77.505,1393.584,1.503,28,0.261,normal
2.409,0.414,637.326,2.454,214.951,1427.024,0.57,15,0.3,normal
2.615,0.382,0.101,2.478,217.063,1427.144,0.73,15,0.331,normal
2.811,0.355,393.15,1.963,171.128,1433.848,1.063,40,0.26,normal
1.771,0.565,651.12,0.237,22.418,1323.357,1.462,37,0.157,normal
2.982,0.335,256.305,0.746,68.826,1355.686,1.808,46,0.244,normal
11.037,0.09,57.264,2.602,240.449,1352.58,5.058,44,0.485,normal
19.116,0.052,70.49,2.542,241.833,1313.758,9.091,78,0.619,normal
20.084,0.05,46.87,2.444,236.894,1289.728,10.549,53,0.797,normal
9.293,0.107,71.937,2.593,240.11,1349.836,2.254,27,0.681,normal
11.2,0.089,0.019,2.61,242.289,1346.533,3.859,63,0.622,normal
8.618,0.116,98.02,2.624,239.142,1371.33,3.832,42,0.715,normal
7.952,0.126,211.012,2.615,239.939,1362.192,3.735,26,0.57,normal
13.504,0.074,419.386,2.599,244.015,1331.142,8.286,60,0.615,normal
5.154,0.193,27.348,2.627,237.163,1384.53,2.337,52,0.724,normal
15.883,0.063,127.203,2.584,239.801,1346.75,10.536,55,0.678,normal
14.139,0.071,133.541,2.598,240.21,1351.979,8.375,79,0.586,normal
12.276,0.081,126.515,2.596,238.484,1360.488,7.328,45,0.522,normal
24.225,0.041,98.337,2.449,237.843,1287.251,14.567,77,0.886,normal
23.316,0.043,168.894,2.407,233.897,1286.741,11.221,88,1.055,normal
26.245,0.038,119.388,2.244,224.757,1248.068,17.427,62,1.169,normal
24.777,0.04,100.1,2.255,223.846,1259.324,11.777,58,1.229,normal
27.013,0.037,56.893,2.246,224.219,1252.382,14.253,79,1.173,normal
20.315,0.045,140.428,2.101,207.03,1268.608,10.904,77,1.048,normal
17.643,0.057,82.895,2.475,233.456,1325.153,8.763,56,0.876,normal
12.55,0.08,30.635,2.559,234.635,1363.492,6.67,45,0.772,normal
16.336,0.063,6.004,2.582,242.076,1333.104,8.836,44,0.746,normal
21.863,0.046,17.657,2.484,238,1304.646,11.802,56,0.782,normal
50.661,0.079,0.021,10.181,928.059,1371.234,31.788,41,0.648,normal
18.934,0.053,13.008,2.53,238.549,1325.531,5.174,47,0.733,normal
22.387,0.045,102.273,2.306,223.097,1291.828,16.064,62,1.072,normal
16.336,0.063,6.004,2.582,242.076,1333.104,8.836,44,0.746,normal
11.38,0.088,129.232,2.517,229.455,1370.919,6.775,52,0.986,normal
15.649,0.07,89.859,2.729,252.189,1352.899,11.318,45,0.84,normal
9.192,0.053,13.008,2.53,238.549,1325.531,5.174,47,0.733,normal
1.504,0.665,0.578,0.174,16.635,1305.353,1.243,42,0.195,normal
2.181,0.459,6.466,0.244,22.999,1326.235,1.855,70,0.171,normal
22.44,0.046,2.975,2.646,254.107,1301.613,12.324,68,0.459,normal
20.577,0.049,7.965,2.562,246.042,1301.703,13.921,68,0.532,normal
7.657,0.131,4.105,1.041,98.399,1323.002,6.215,49,0.262,normal
22.248,0.092,10.709,3.437,320.478,1340.412,16.205,58,0.34,normal
17.216,0.058,29.468,2.229,211.847,1315.345,11.358,59,0.474,normal
30.575,0.033,0.01,2.734,268.87,1270.998,19.315,64,0.692,normal
17.279,0.058,5.178,2.604,244.192,1306.677,12.649,101,0.479,normal
4.603,0.217,16.229,0.544,52.068,1306.677,3.752,38,0.259,normal
4.942,0.202,12.559,0.48,46.484,1290.282,3.954,63,0.255,normal
6.793,0.147,16.377,1.531,140.34,1363.731,4.428,30,0.302,normal
5.309,0.384,0.318,0.84,78.311,1340.223,3.826,54,0.199,normal
4.54,0.22,0.216,0.413,40.343,1280.327,3.215,81,0.301,normal
3.377,0.296,24.349,0.558,51.3,1360.813,2.612,54,0.204,normal
1.605,0.623,17.388,0.172,16.566,1297.759,1.349,47,0.193,normal
2.55,0.392,23.913,0.228,22.343,1273.343,2.204,64,0.169,normal
5.097,0.195,0.149,0.539,52.298,1288.44,3.766,70,0.24,normal
3.012,0.332,117.248,0.292,28.231,1292.996,2.402,75,0.205,normal
1.587,0.63,157.063,0.299,27.357,1365.627,0.985,66,0.206,normal
1.209,0.66,132.344,0.119,11.679,1277.178,12.25,31,0.084,normal
0.65,1.533,0.166,2.84,248.457,1429.001,0.025,4,0.102,normal
1.86,0.538,246.413,2.727,239.885,1421.151,0.51,26,0.258,normal
1.117,0.885,0.106,2.986,261.622,1426.319,0.197,7,0.311,normal
6.295,0.159,38.488,0.966,93.747,1287.808,4.495,61,0.199,normal
5.896,0.169,21.057,0.39,40.95,1189.978,4.902,83,0.134,normal
1.794,0.557,137.417,0.133,13.357,1244.118,1.587,73,0.147,normal
1.391,0.718,108.598,0.128,12.453,1286.546,1.216,58,0.175,normal
1.243,0.805,231.459,0.13,12.481,1305.612,1.047,41,0.139,normal
1.328,0.06,0.006,0.116,17.333,835.7884,12.25,31,0.084,normal
0.609,1.653,1.499,0.129,11.488,1408.515,0.488,12,0.141,normal
1.823,0.548,0.533,0.162,15.973,1268.118,1.431,58,0.182,normal
1.123,0.889,4.707,0.138,13.117,1316.366,0.837,34,0.184,normal
49,0.02,0.032,0.054,49,139,49.11,64,0.037,flooding
72.768,0.014,0.027,0.081,72.768,139,72.768,119,0.811,flooding
128.703,0.008,0.078,0.155,139.53,139,199.32,241,22.769,flooding
99.281,0.01,0.024,0.11,99.281,139,112.525,150,1.627,flooding
58.268,0.018,0.083,0.065,58.268,139,78.955,125,28.384,flooding
56.654,0.018,0.086,0.063,56.654,139,73.128,123,23.135,flooding
146.818,0.007,0.02,0.164,147.585,139,181.942,296,6.214,flooding
127.971,0.008,0.039,0.161,144.468,139,191.743,292,23.922,flooding
66.148,0.015,0.082,0.074,66.148,139,86.248,139,16.243,flooding
66.93,0.015,0.071,0.074,66.93,139,90.524,156,23.406,flooding
81.784,0.012,0.053,0.091,81.796,139,107.026,165,16.279,flooding
83.988,0.012,0.047,0.093,83.988,139,110.77,171,6.313,flooding
302.53,0.003,0.02,0.336,302.538,139,424.902,590,7.417,flooding
83.106,0.012,0.052,0.099,88.736,139,105.4,201,16.243,flooding
90.2,0.01,0.036,0.103,92.695,139,119.38,525,8.167,flooding
322.453,0.003,0.016,0.359,322.585,139,451.15,739,5.836,flooding
112.478,0.009,0.034,0.13,117.167,139,144.462,206,10.603,flooding
115.4,0.009,0.036,0.132,118.48,139,154.65,213,6.814,flooding
115.4,0.009,0.036,0.132,118.48,139,154.65,213,15.154,flooding
121.703,0.008,0.034,0.142,127.588,139,161.797,235,11.15,flooding
257.605,0.004,0.015,0.286,257.62,139,347.46,429,4.7,flooding
66.177,0.015,0.105,0.1,89.592,139,63.228,236,79.15,flooding
198.397,0.005,0.042,0.221,198.45,139,275.833,483,9.838,flooding
87.978,0.012,0.074,0.121,109.15,139,83.037,248,65.189,flooding
291.457,0.003,0.013,0.324,291.48,139,388.128,487,4.823,flooding
86.673,0.011,0.069,0.128,114.702,139,86.467,284,63.519,flooding
345.172,0.003,0.012,0.384,345.207,139,454.91,516,4.653,flooding
112.257,0.009,0.057,0.152,136.828,139,130.903,304,43.94,flooding
114.232,0.009,0.054,0.16,143.712,139,131.353,311,46.345,flooding
148.175,0.007,0.052,0.165,148.222,139,194.35,352,37.645,flooding
162.057,0.006,0.049,0.18,162.245,139,219.977,356,38.192,flooding
8.934,0.112,0.091,0.852,91.739,1160.671,10.158,170,1.991,flooding
12.361,0.082,0.06,1.438,142.787,1258.743,13.854,181,3.891,flooding
846.562,0.001,0.001,6.33,1572.598,503.143,27.183,786,0.008,flooding
929.716,0.001,0.001,6.282,1499.819,523.577,33.862,931,0.007,flooding
925.075,0.001,0.001,6.322,1497.768,527.629,30.547,780,0.007,flooding
91.364,0.012,0.029,2.193,282.383,970.836,11.713,787,0.0326,flooding
276.4535,0.028,0.045,4.416,711.503,775.931,26.659,551,0.063,flooding
275.869,0.025,0.136,4.429,712.124,777.473,26.151,603,0.058,flooding
158.764,0.044,0.238,3.379,473.849,891.373,22.717,562,0.09,flooding
483.435,0.002,0.001,4.808,736.256,604.709,16.006,695,0.009,flooding
383.391,0.003,0.001,3.562,17.333,835.7884,19.431,611,0.084,flooding
295.424,0.003,0.001,3.034,591.129,641.527,12.629,786,0.009,flooding
233.864,0.004,0.005,2.636,490.284,672.024,9.181,611,0.018,flooding
206.599,0.005,0.001,2.176,419.301,629.495,7.839,601,0.009,flooding
185.656,0.005,0.001,1.85,367.276,835.7884,7.89,500,0.009,flooding
159.23,0.006,0.006,1.696,325.336,651.586,6.373,611,0.01,flooding
146.579,0.007,0.001,1.526,295.651,645.138,5.455,1040,0.01,flooding
129.671,0.008,0.018,1.428,268.707,664.077,5.336,780,0.009,flooding
215.528,0.005,0.001,4.235,620.225,853.535,14.405,299,0.023,flooding
201.146,0.005,0.001,3.124,512.112,762.48,12.326,326,0.019,flooding
194.904,0.005,0.001,2.459,435.043,706.613,10.971,474,0.017,flooding
59.212,0.015,0.003,1.459,190.434,957.614,6.14,594,0.033,flooding
153.162,0.007,0.001,1.982,331.217,747.831,9.039,559,0.015,flooding
130.26,0.008,0.01,1.842,296.04,777.769,7.449,492,0.017,flooding
122.447,0.008,0.001,1.625,268.949,755.112,7.027,76,0.016,flooding
116.052,0.009,0.001,1.448,246.783,733.546,6.841,714,0.0815,flooding
77.599,0.013,0.005,2.432,299.967,1013.492,11.871,528,0.205,flooding
83.661,0.012,0.004,2.149,283.791,946.398,10.99,528,0.191,flooding
85.566,0.06,0.003,1.933,263.492,917.059,10.685,490,0.191,flooding
85.279,0.012,0.003,1.814,245.902,922.149,10.547,709,0.19,flooding
77.566,0.013,0.003,1.766,233.168,946.832,9.833,561,0.19,flooding
70.46,0.014,0.004,1.713,221.546,966.288,8.939,528,0.198,flooding
69.124,0.014,0.003,1.603,210.659,951.401,8.802,528,0.186,flooding
67.956,0.0147,0.003,1.51,201.274,937.672,8.672,687,0.181,flooding
4.577,0.214,0.286,0.868,87.417,1241.503,5.03,100,1.758,normal
4.547,0.216,0.361,0.693,73.497,1178.312,5.28,132,1.081,normal
5.55,0.176,0.242,0.671,71.173,1178.855,6.633,69,0.959,normal
8.597,0.116,0.118,0.694,77.59,1117.686,8.353,96,0.682,flooding
40.277,0.025,0.025,0.749,110,851.314,28.307,125,0.1,flooding
33.407,0.03,0.027,0.706,99.917,882.907,25.18,109,0.134,flooding
13.187,0.027,0.02,0.228,34.45,826.764,11.687,112,0.103,flooding
4.562,0.217,0.341,0.781,80.457,1212.641,5.123,138,1.416,normal
7.073,0.141,0.153,0.682,74.378,1146.999,7.458,97,0.789,flooding
36.842,0.027,0.026,0.727,104.925,866.511,26.192,125,0.116,flooding
6.593,0.027,0.02,0.114,17.225,826.764,5.843,112,0.103,flooding
18.713,0.053,0.039,1.395,143.643,1214.313,17.367,259,0.659,flooding
238.973,0.004,0.005,1.36,336.173,505.644,185.27,343,0.046,flooding
151.99,0.007,0.005,2.186,331.153,825.205,111.197,284,0.104,flooding
133.16,0.008,0.005,2.734,364,938.834,88.733,324,0.083,flooding
9.613,0.103,0.083,2.164,202.71,1334.276,7.683,93,1.981,flooding
9.19,0.107,0.089,2.064,190.65,1353.082,9.04,91,1.012,normal
128.843,0.008,0.007,1.378,239.908,717.799,100.775,315,0.092,flooding
112.497,0.009,0.006,2.174,294.427,923.093,84.96,293,0.128,flooding
71.283,0.014,0.008,2.449,283.355,1080.282,48.247,324,0.205,flooding
