AvgRequestNo,AvgTimeBetwReq,AvgTimeBetwRespReq,AvgDataRate,AvgPacketNo,AvgPacketSize,AvgConcurrentReq,MaxReq,AvgDuration,Class
6.603,0.151,0.044,3.372,291.623,1445.275,4.94,122,3.517,normal
7.997,0.123,0.122,1.903,176.953,1344.21,5.85,118,1.36,normal
44.437,0.022,0.016,2.031,221.967,1143.959,28.03,161,0.234,flooding
63.16,0.016,0.016,1.507,191.883,981.616,41.553,161,0.155,flooding
13.197,0.075,0.047,1.934,186.75,1294.306,9.417,161,1.114,flooding
31.683,0.032,0.022,1.525,164.527,1158.942,20.627,120,0.42,flooding
19.597,0.018,0.017,0.517,64.34,1004.169,12.473,141,0.325,flooding
7.3,0.136,0.085,2.637,234.288,1407.109,5.308,122,2.32,normal
53.798,0.018,0.016,1.769,206.925,1068.688,34.768,163,0.188,flooding
22.44,0.045,0.028,1.73,175.638,1230.906,14.887,161,0.625,flooding
9.798,0.018,0.017,0.258,32.17,1004.169,6.237,141,0.325,flooding
19.597,0.018,0.017,0.517,64.34,1004.169,12.473,141,0.325,normal
13.693,0.073,0.072,1.472,152.14,1209.245,14.163,142,0.874,normal
7.45,0.134,0.135,1.896,190.033,1247.057,6.03,104,1.174,normal
7.647,0.129,0.115,1.754,183.063,1197.955,6.973,161,1.422,normal
7.88,0.125,0.14,1.723,176.237,1222.418,7.117,123,1.197,normal
8.023,0.123,0.171,1.805,188.203,1199.145,8.513,182,1.329,normal
10.25,0.095,0.096,2.364,232.24,1272.151,9.353,118,0.891,normal
10.73,0.091,0.103,1.964,190.503,1288.395,10.44,124,1.52,normal
8.207,0.12,0.115,2.128,203.127,1309.755,5.867,132,1.067,normal
7.707,0.129,0.112,2.668,245.68,1357.707,5.007,164,2.248,normal
8.067,0.124,0.106,2.054,195.177,1315.518,6.487,121,1.842,normal
20.723,0.048,0.024,2.542,249.483,1273.764,12.68,194,0.444,flooding
104.75,0.01,0.01,2.183,291.127,937.453,63.56,188,0.072,flooding
91.52,0.01,0.011,1.374,208.307,824.789,61.467,201,0.042,flooding
16.167,0.061,0.055,1.394,150.563,1157.067,15.047,158,2.918,normal
16.84,0.059,0.042,1.863,197.61,1178.294,14.727,188,5.903,normal
14.03,0.071,0.061,2.157,211.227,1276.57,11.487,188,1.598,normal
13.177,0.075,0.057,2.213,222.473,1243.206,11.22,129,1.636,normal
11.21,0.088,0.115,1.607,168.55,1192.114,11.067,151,1.593,normal
14.253,0.07,0.059,1.489,160.53,1159.365,11.883,110,1.145,normal
11.823,0.084,0.111,1.447,156.623,1155.143,12.737,162,1.785,normal
11.157,0.088,0.103,1.477,155.44,1187.699,12.19,180,1.58,normal
8.683,0.08,0.076,1.415,144.08,1227.731,7.183,124,1.809,normal
16.247,0.062,0.08,1.523,157.63,1208.069,14.067,156,1.255,flooding
15.33,0.065,0.07,2.154,223.557,1204.513,9.363,119,1.187,flooding
21.12,0.047,0.04,1.645,189.723,1083.694,16.027,109,1.263,flooding
14.02,0.071,0.106,0.988,111.59,1106.808,10.597,110,0.815,flooding
15.633,0.064,0.078,1.666,189.777,1097.601,10.883,134,1.871,flooding
16.07,0.062,0.069,1.699,190.93,1112.27,10.613,151,0.68,flooding
16.017,0.062,0.078,1.555,175.04,1110.616,11.723,125,0.734,flooding
16.15,0.062,0.065,1.756,195.15,1124.543,9.953,104,0.707,flooding
11.27,0.062,0.07,1.177,134.437,1094.457,7.627,117,0.663,normal
10.383,0.096,0.078,1.357,142.613,1189.516,9.643,152,2.348,normal
8.413,0.119,0.09,0.996,108.393,1148.708,9.223,133,11.651,normal
6.493,0.152,0.072,1.31,128.033,1278.92,5.573,152,2.579,normal
12.18,0.081,0.074,2.405,235.76,1275.073,10.113,176,1.378,normal
10.58,0.093,0.091,1.708,183.193,1165.576,10.127,159,1.36,normal
7.067,0.141,0.16,0.852,92.987,1145.848,7.833,124,1.464,normal
10.457,0.094,0.071,1.426,150.14,1187.487,8.923,115,1.628,normal
8.91,0.111,0.111,1.944,193.067,1258.445,8.027,122,1.48,normal
4.053,0.177,0.363,0.245,27.337,1119.41,4.39,116,0.205,normal
8.033,0.124,0.085,2.209,217.083,1272.246,6.813,91,1.463,normal
9.403,0.106,0.107,1.769,187.163,1181.551,9.027,90,1.2223,normal
8.977,0.096,0.07,1.506,160.047,1176.184,8.257,95,0.924,normal
7.923,0.121,0.081,1.33,144.957,1146.836,6.327,66,0.387,normal
5.69,0.173,0.149,1.374,145.057,1184.13,3.797,69,0.613,normal
7.52,0.132,0.097,1.64,171.857,1192.669,4.453,88,0.482,normal
6.453,0.155,0.133,1.409,155.423,1133.277,4.667,75,0.551,normal
5.607,0.178,0.153,1.408,152.877,1150.897,4.677,84,0.58,normal
7.29,0.137,0.128,1.38,144.573,1192.861,6.687,78,0.494,normal
6.017,0.166,0.168,1.272,135.03,1177.059,5.76,83,0.496,normal
6.7,0.147,0.166,1.021,106.147,1202.242,5.793,67,0.474,normal
2.89,0.34,0.483,0.872,79.993,1362.234,2.84,88,1.725,normal
5.207,0.189,0.206,0.731,71.24,1282.618,6.27,107,0.685,normal
5.247,0.185,0.141,0.869,82.553,1315.987,6.38,105,0.958,normal
3.51,0.26,0.246,0.895,87.13,1284.513,3.77,103,1.2,normal
2.56,0.389,0.299,0.845,79.767,1324.753,2.047,97,1.476,normal
2.757,0.359,0.26,0.887,83.393,1329.739,2.023,87,1.254,normal
5.533,0.146,0.127,0.548,52.987,1293.711,6.58,91,0.492,normal
20.367,0.049,0.052,1.492,170.2,1095.742,13.772,136,0.515,flooding
71.307,0.014,0.013,1.696,218.63,969.723,45.225,260,0.21,flooding
40.727,0.025,0.023,1.925,228.403,1053.739,21.147,159,0.287,flooding
28.043,0.036,0.038,1.575,181.188,1086.43,17.517,153,0.408,flooding
25.975,0.038,0.036,1.718,196.718,1091.872,16.012,174,0.472,flooding
23.84,0.042,0.047,1.507,169.363,1111.989,17.085,194,0.525,flooding
21.805,0.046,0.051,1.521,170.738,1113.606,15.848,167,0.577,flooding
20.482,0.049,0.053,1.384,156.733,1103.406,15.028,134,0.556,flooding
18.805,0.053,0.055,1.534,176.425,1086.611,12.298,144,0.603,flooding
4.107,0.054,0.048,0.457,51.895,1100.406,2.278,118,0.605,flooding
15.212,0.061,0.073,0.066,20.368,407.959,15.155,189,1.081,flooding
16.127,0.062,0.072,0.11,21.293,644.412,15.418,116,0.885,flooding
18.865,0.053,0.069,0.193,28.977,832.362,19.235,158,0.715,flooding
20.128,0.05,0.07,0.212,31.337,845.699,21.477,189,0.656,flooding
18.148,0.055,0.088,0.192,28.613,837.49,19.095,165,0.619,flooding
21.972,0.045,0.063,0.236,34.135,863.55,23.888,216,0.581,flooding
22.272,0.045,0.059,0.244,35.057,870.793,24.135,178,0.553,flooding
19.133,0.052,0.064,0.166,27.525,755.215,18.235,192,0.61,flooding
22.892,0.044,0.065,0.239,35.38,844.364,25.777,188,0.618,flooding
20.13,0.05,0.074,0.169,28.715,736.172,21.62,183,0.694,flooding
22.722,0.044,0.065,0.224,34.132,820.11,25.753,183,0.596,flooding
20.175,0.05,0.071,0.204,31.037,819.708,21.277,163,0.533,flooding
20.845,0.048,0.075,0.218,32.792,830.458,21.982,256,0.491,flooding
20.52,0.049,0.065,0.212,32.162,823.223,20.988,203,0.69,flooding
18.55,0.054,0.078,0.145,25.232,716.6,18.797,178,0.896,flooding
15.81,0.066,0.093,0.063,18.245,430.88,15.355,102,0.956,flooding
15.097,0.057,0.062,1.269,143.12,1108.564,11.637,189,1.116,flooding
15.34,0.065,0.064,2.109,221.207,1191.76,9.483,127,0.982,flooding
16.47,0.061,0.056,2.116,227.303,1163.754,10.553,107,0.974,flooding
15.78,0.063,0.068,1.711,190.063,1125.122,9.537,115,0.79,flooding
19.103,0.052,0.054,2.306,237.293,1214.566,13.803,154,0.708,flooding
17.97,0.056,0.064,1.894,197.417,1199.256,12,124,0.652,flooding
22.29,0.045,0.051,2.021,213.433,1183.605,18.02,171,0.658,flooding
14.843,0.067,0.109,1.037,110.047,1178.411,11.253,110,0.505,flooding
21.453,0.047,0.059,1.465,165.13,1108.971,19.063,165,0.695,flooding
20.507,0.049,0.059,1.7,195.867,1085.109,15.637,153,0.573,flooding
23.437,0.043,0.05,1.535,177.557,1080.374,20.647,212,0.588,flooding
21.327,0.047,0.045,1.326,155.367,1066.614,16.52,136,0.547,flooding
23.333,0.043,0.054,1.426,165.117,1079.427,21.163,181,0.558,flooding
19.833,0.05,0.057,1.313,151.14,1085.61,14.58,192,0.639,flooding
18.443,0.054,0.057,1.173,135.303,1083.389,13.403,138,0.593,flooding
20.723,0.048,0.06,1.581,182.19,1085.052,16.073,150,0.702,flooding
25.067,0.04,0.042,1.584,188.053,1052.621,21.567,167,0.549,flooding
19.807,0.05,0.065,1.468,170.793,1074.302,16.84,183,0.691,flooding
20.453,0.049,0.063,1.558,178,1094.184,17.73,120,0.697,flooding
22.833,0.044,0.05,1.528,180.16,1060.364,19.3,167,0.577,flooding
22.607,0.044,0.055,1.621,191.147,1060.062,19.59,160,0.615,flooding
20.413,0.049,0.073,1.371,162.3,1055.92,17.043,150,0.491,flooding
19.94,0.05,0.055,1.615,184.937,1091.872,15.163,154,0.563,flooding
20.5,0.049,0.069,1.535,181.77,1055.358,15.42,155,0.422,flooding
21.337,0.047,0.054,1.624,190.83,1064.093,15.903,211,0.558,flooding
20.137,0.05,0.068,1.239,143.687,1077.439,17.457,139,0.708,flooding
20.903,0.048,0.055,1.611,183.83,1095.352,16.307,192,0.673,flooding
20.653,0.048,0.055,1.651,192.073,1074.664,14.053,173,1.001,flooding
16.447,0.061,0.079,1.371,153.893,1113.511,12.473,141,0.763,flooding
15.81,0.066,0.083,1.413,156.445,1128.827,11.155,97,0.956,flooding
17.897,0.056,0.05,0.068,27.23,310.037,23.53,153,7.19,normal
14.04,0.071,0.086,0.054,20.973,322.887,18.547,145,6.454,normal
11.72,0.084,0.104,0.043,16.127,334.316,15.14,135,6.683,normal
13.397,0.075,0.08,0.096,24.12,498.699,17.54,158,5.721,normal
11.48,0.086,0.105,0.076,18.567,514.624,16.25,168,8.367,normal
12.163,0.082,0.085,0.075,18.233,511.426,16.05,156,8.1,normal
10.543,0.094,0.103,0.071,19.27,458.773,14.59,184,2.207,normal
12.837,0.078,0.087,0.089,19.9,560.851,15.17,176,1.437,normal
15.867,0.063,0.065,0.151,29.437,640.169,21.273,150,1.113,normal
12.367,0.08,0.106,0.126,22.597,697.272,17.417,180,1.596,normal
13.643,0.071,0.086,0.164,27.237,752.747,18.053,176,2.084,normal
13.187,0.075,0.084,0.175,29.083,754.014,18.133,218,1.391,normal
10.39,0.095,0.153,0.127,21.937,722.46,14.187,155,1.209,normal
11.043,0.087,0.104,0.05,19.643,318.359,13.403,139,0.959,normal
8.67,0.114,0.208,0.036,14.047,317.59,11.78,127,1.141,normal
12.527,0.078,0.102,0.05,19.84,316.137,15.813,169,1.323,normal
9.637,0.103,0.125,0.042,16.36,324.137,12.833,144,1.801,normal
11.51,0.086,0.112,0.05,18.973,327.079,14.38,175,1.822,normal
12.59,0.077,0.119,0.054,19.99,334.724,16.113,155,1.806,normal
14.57,0.068,0.096,0.065,22.12,367.954,18.423,169,1.67,normal
15.207,0.065,0.087,0.067,25.477,327.643,19.403,183,1.422,normal
10.383,0.094,0.127,0.052,19.683,330.934,13.127,196,1.483,normal
16.573,0.06,0.113,0.068,26.647,317.093,22.66,203,1.427,normal
7.913,0.113,0.199,0.029,12.32,290.327,11.307,169,2.066,normal
0.5,1.476,0.786,0.008,4.01,240.44,0.967,66,13.434,normal
15.967,0.063,0.063,0.061,24.102,315.628,20.933,153,7.012,normal
12.558,0.079,0.09,0.07,20.123,432.832,16.167,160,6.221,normal
11.822,0.084,0.105,0.076,18.4,513.039,16.218,168,8.556,normal
11.65,0.086,0.09,0.08,19.585,510.633,14.55,184,1.806,normal
14.117,0.071,0.076,0.138,26.017,664.968,19.243,184,1.323,normal
13.415,0.074,0.082,0.17,28.16,753.401,18.068,237,1.746,normal
10.542,0.093,0.129,0.088,20.79,531.554,13.768,155,1.083,normal
10.598,0.093,0.13,0.043,16.943,316.74,13.54,171,1.253,normal
10.573,0.094,0.103,0.046,17.667,325.717,13.193,169,1.823,normal
13.58,0.073,0.105,0.059,21.055,352.179,17.212,170,1.735,normal
12.795,0.078,0.102,0.059,22.58,329.077,16.522,185,1.447,normal
12.205,0.078,0.121,0.048,19.483,308.631,16.54,203,1.636,normal
0.25,1.476,0.786,0.004,2.043,240.206,0.483,66,13.434,normal
17.82,0.054,0.083,0.087,26.787,407.138,17.763,183,0.921,flooding
15.94,0.063,0.094,0.072,21.127,426.619,14.747,159,0.63,flooding
16.133,0.062,0.085,0.076,18.79,507.258,14.783,120,0.698,flooding
17.08,0.058,0.077,0.114,22.12,643.392,15.647,115,0.644,flooding
17.747,0.056,0.074,0.147,26.417,695.851,17.677,133,0.783,flooding
25.887,0.039,0.049,0.257,39.143,822.11,29.48,183,0.584,flooding
20.693,0.048,0.071,0.195,30.677,792.73,21.377,154,0.671,flooding
21.987,0.045,0.064,0.196,31.46,777.103,23.68,173,0.547,flooding
25.573,0.039,0.047,0.201,34.48,727.215,28.733,133,0.589,flooding
27.183,0.037,0.047,0.284,41.23,860.32,30.617,166,0.489,flooding
22.277,0.045,0.059,0.31,41.043,945.386,23.077,183,0.504,flooding
24.387,0.041,0.053,0.32,43.307,924.498,26.5,173,0.562,flooding
22.407,0.045,0.168,0.298,41.453,899.552,22.937,196,0.59,flooding
21.807,0.046,0.058,0.303,40.86,927.784,22.6,184,0.551,flooding
23.023,0.043,0.054,0.329,42.837,961.207,24.7,168,0.54,flooding
15.61,0.064,0.131,0.098,20.367,600.742,16.31,115,0.345,flooding
16.567,0.06,0.084,0.133,24.01,691.264,16.21,131,0.461,flooding
16.837,0.059,0.09,0.166,26.923,768.393,16.28,137,0.603,flooding
17.727,0.056,0.072,0.148,24.88,741.839,16.973,154,0.925,flooding
16.74,0.061,0.056,0.095,25.06,471.62,21.77,107,0.919,flooding
16.247,0.061,0.101,0.088,27.197,404.675,21.423,145,0.871,normal
16.113,0.062,0.047,0.106,27.273,484.885,19.1,179,1.207,normal
14.577,0.069,0.031,0.083,21.92,470.614,15.67,209,1.208,normal
14.833,0.067,0.03,0.083,23.207,447.472,14.673,166,1.281,normal
16.413,0.06,0.038,0.116,26.247,550.489,17.19,146,1.165,normal
14.817,0.067,0.045,0.183,27.203,839.402,18.263,133,1.122,normal
11.753,0.084,0.153,0.155,22.86,846.676,16.643,185,0.981,normal
12.933,0.077,0.128,0.174,24.677,882.758,18.35,196,0.978,normal
12.843,0.076,0.191,0.169,23.587,895.278,19.793,155,0.813,normal
15.177,0.065,0.123,0.205,27.08,946.079,23.023,175,0.771,normal
14.197,0.07,0.151,0.202,27.687,913.308,21.207,188,0.852,normal
12.54,0.079,0.197,0.161,23.977,837.085,18.75,183,0.932,normal
12.563,0.078,0.213,0.149,22.983,810.066,19.293,178,1.025,normal
14.757,0.066,0.138,0.223,29.293,951.119,22.22,222,0.629,normal
5.45,0.082,0.177,0.071,9.84,907.193,7.823,109,0.736,normal
15.237,0.065,0.112,0.156,26.643,729.657,21.967,197,0.859,normal
18.673,0.053,0.071,0.225,34.817,808.399,27.277,209,0.609,normal
21.917,0.045,0.058,0.287,40.407,886.477,32.96,205,0.548,normal
24.383,0.041,0.044,0.164,40.987,501.536,33.72,247,0.64,normal
23.783,0.042,0.046,0.32,44.257,903.383,34.34,232,0.663,normal
16.743,0.06,0.035,0.162,30.34,666.103,19.82,159,0.943,normal
18.407,0.054,0.031,0.187,32.557,719.861,21.447,249,0.8,normal
20.31,0.049,0.024,0.208,35.34,734.638,23.777,185,0.71,normal
20.887,0.048,0.028,0.208,34.73,749.678,23.59,180,0.937,normal
13.527,0.074,0.048,0.053,19.193,343.526,14.25,160,1.254,normal
13.127,0.076,0.047,0.086,19.99,537.948,15.177,157,1.259,normal
18.273,0.055,0.035,0.226,33.88,835.032,22.357,169,0.87,normal
18.92,0.053,0.034,0.107,26.603,504.82,19.403,152,0.924,normal
16.257,0.061,0.037,0.064,22.54,355.895,16.133,160,1.116,normal
15.957,0.063,0.042,0.068,22.05,383.97,16.9,122,1.249,normal
15.603,0.064,0.041,0.062,20.693,374.518,16.183,113,1.183,normal
11.99,0.083,0.049,0.053,18.057,366.172,12.557,134,1.482,normal
12.305,0.084,0.055,0.054,18.915,357.892,14.115,139,1.316,normal
10.14,0.098,0.129,0.098,15.868,771.764,13.99,193,1.008,normal
7,0.143,0.245,0.087,11.493,948.105,9.573,115,0.648,normal
10.548,0.095,0.141,0.192,20.213,1189.014,15.078,139,0.434,normal
6.755,0.147,0.283,0.192,16.123,1490.017,10.603,153,0.703,normal
6.692,0.149,0.262,0.202,16.963,1487.642,9.99,135,0.68,normal
9.048,0.11,0.168,0.226,20.105,1405.231,13.087,136,0.855,normal
9.565,0.103,0.138,0.212,19.88,1331.238,13.907,130,0.495,normal
7.433,0.133,0.275,0.203,17.035,1489.074,10.923,154,0.605,normal
8.197,0.122,0.205,0.133,14.213,1165.945,11.642,106,0.581,normal
10.367,0.096,0.15,0.1,14.443,864.225,14.71,176,0.497,normal
16.657,0.06,0.065,0.108,21.113,640.554,24.128,144,0.483,normal
17.67,0.057,0.055,0.112,22.75,612.941,26.63,105,0.282,normal
7.433,0.133,0.17,1.259,124.243,1266.202,7.34,162,1.008,normal
12.847,0.078,0.081,1.209,119.423,1265.631,14.787,161,0.359,normal
5.687,0.171,0.31,1.141,106.757,1335.912,5.62,111,0.757,normal
8.377,0.119,0.149,1.17,111.66,1309.653,8.537,98,0.573,normal
9.38,0.107,0.153,1.331,132.53,1255.404,9.077,125,0.489,normal
11.717,0.085,0.091,1.866,170.987,1364.388,11.253,134,0.39,normal
8.173,0.121,0.177,1.977,180.88,1366.392,7.773,99,0.553,normal
7.823,0.125,0.171,1.821,163.167,1394.667,7.093,111,0.611,normal
6,0.16,0.245,1.484,132.89,1395.511,7.013,153,0.755,normal
6.21,0.159,0.317,0.192,16.067,1490.476,9.33,135,0.799,normal
7.173,0.138,0.228,0.212,17.86,1485.093,10.84,135,0.575,normal
7.423,0.134,0.263,0.197,16.623,1482.603,11.1,136,0.667,normal
10.673,0.092,0.138,0.255,23.587,1350.701,15.673,137,0.993,normal
11.843,0.083,0.093,0.212,21.93,1208.453,17.223,130,0.41,normal
7.347,0.133,0.258,0.211,17.83,1482.258,10.913,121,0.625,normal
7.153,0.135,0.306,0.186,15.627,1488.156,10.41,109,0.553,normal
7.713,0.127,0.269,0.22,18.443,1489.852,11.677,189,0.654,normal
7.653,0.13,0.193,0.176,16.257,1354.901,10.773,106,0.65,normal
8.74,0.113,0.222,0.089,12.17,913.539,12.493,94,0.521,normal
9.66,0.103,0.194,0.101,13.43,940.477,13.67,119,0.521,normal
11.073,0.089,0.129,0.099,15.457,797.971,16.143,172,0.476,normal
12.943,0.077,0.115,0.103,18.057,715.241,18.78,141,0.961,normal
20.37,0.049,0.044,0.113,24.17,584.757,30.237,152,0.204,normal
145.877,0.007,0.009,0.227,146.19,193.83,131.077,326,0.255,flooding
144.3,0.007,0.009,0.224,144.31,194.009,125.26,317,0.989,flooding
128.007,0.008,0.011,0.196,128.023,191.412,109.07,187,1.227,flooding
108.267,0.009,0.013,0.166,108.313,191.176,93.573,167,1.685,flooding
96.027,0.01,0.014,0.148,96.027,192.781,83.683,151,1.653,flooding
86.57,0.012,0.014,0.137,86.57,198.3,74.997,169,0.64,flooding
79.773,0.013,0.013,0.132,79.773,206.325,67.28,161,3.981,flooding
145.088,0.007,0.009,0.225,145.25,193.919,127.657,326,1.006,flooding
118.137,0.008,0.012,0.181,118.168,191.304,100.865,187,1.592,flooding
91.298,0.011,0.014,0.143,91.298,195.398,79.462,170,1.259,flooding
51.89,0.017,0.018,0.089,51.893,213.529,44.027,161,4.042,flooding
9.24,0.075,0.058,0.025,9.24,336.297,7.847,45,0.241,flooding
35.593,0.028,0.03,0.102,35.593,357.517,28.053,45,0.097,flooding
34.1,0.029,0.035,0.098,34.1,357.406,29.133,46,0.08,flooding
31.827,0.031,0.038,0.091,31.863,358.326,25.567,50,0.096,flooding
24.313,0.041,0.048,0.069,24.313,353.06,20.643,32,0.119,flooding
23.807,0.042,0.053,0.068,23.81,354.85,20.943,40,0.081,flooding
22.217,0.045,0.054,0.063,22.23,355.724,18.59,29,0.142,flooding
19.423,0.051,0.057,0.056,19.423,358.052,15.86,43,0.189,flooding
17.097,0.058,0.07,0.049,17.097,358.746,14.153,23,0.173,flooding
15.973,0.063,0.078,0.045,15.98,351.328,13.777,24,0.13,flooding
16.55,0.06,0.071,0.047,16.55,351.828,14.59,24,0.142,flooding
17.2,0.058,0.067,0.049,17.2,353.672,14.813,25,0.158,flooding
18.553,0.054,0.063,0.052,18.557,353.447,15.597,37,0.164,flooding
12.723,0.068,0.076,0.035,12.723,342.743,11.613,28,0.162,flooding
22.417,0.038,0.035,0.063,22.417,353.143,17.717,45,0.149,flooding
32.963,0.03,0.036,0.094,32.982,357.851,26.96,52,0.104,flooding
24.06,0.042,0.05,0.068,24.062,353.946,20.44,33,0.122,flooding
20.82,0.048,0.055,0.059,20.827,356.81,17.033,48,0.189,flooding
16.535,0.06,0.074,0.047,16.538,355.162,13.922,25,0.186,flooding
16.875,0.059,0.069,0.048,16.875,352.768,14.615,24,0.182,flooding
15.638,0.059,0.068,0.044,15.64,349.093,13.522,37,0.197,flooding
32.513,0.03,0.036,0.065,33.79,239.355,32.7,206,1.023,flooding
32.657,0.031,0.041,0.071,32.663,272.756,36.877,256,1.116,flooding
22.987,0.044,0.053,0.048,22.987,259.074,21.907,74,16.063,flooding
22.37,0.045,0.053,0.045,22.37,252.251,20.863,68,6.846,flooding
21.503,0.046,0.063,0.043,21.503,248.392,22.037,91,11.424,flooding
21.23,0.047,0.066,0.042,21.23,247.347,21.607,66,11.138,flooding
20.597,0.049,0.064,0.044,20.597,264.622,20.663,63,10.709,flooding
20.507,0.049,0.066,0.044,20.507,270.849,20.38,61,10.85,flooding
20.753,0.048,0.065,0.046,20.753,275.736,20.457,54,10.081,flooding
27.873,0.036,0.049,0.055,27.873,245.681,26.693,58,7.557,flooding
34.907,0.029,0.036,0.066,34.907,235.349,32.103,59,5.554,flooding
33.507,0.03,0.034,0.063,33.507,233.358,30.953,69,5.457,flooding
27.503,0.036,0.037,0.055,27.503,248.133,25.807,63,7.438,flooding
28.333,0.035,0.037,0.056,28.333,245.083,26.263,118,6.362,flooding
27.88,0.036,0.043,0.053,27.88,238.364,27.293,116,6.375,flooding
30.19,0.033,0.039,0.061,30.19,251.297,29.017,198,6.925,flooding
26.132,0.038,0.031,0.053,26.132,255.239,24.158,77,0.412,flooding
32.585,0.03,0.038,0.068,33.227,255.773,33.868,228,1.922,flooding
22.678,0.044,0.051,0.046,22.678,255.709,20.077,73,13.429,flooding
21.367,0.047,0.062,0.042,21.367,247.873,21.585,91,13.653,flooding
20.552,0.049,0.061,0.044,20.552,267.729,20.148,63,14.472,flooding
24.313,0.041,0.05,0.05,24.313,258.508,23.327,61,11.888,flooding
34.207,0.029,0.032,0.064,34.207,234.374,31.238,70,6.742,flooding
27.918,0.036,0.037,0.055,27.918,246.585,25.822,118,8.373,flooding
29.035,0.034,0.041,0.057,29.035,245.088,28.003,203,7.994,flooding
28.371,0.038,0.031,0.058,28.371,255.239,26.229,77,0.412,flooding
23.353,0.043,0.03,0.068,23.36,362.483,18.597,47,0.286,flooding
44.59,0.022,0.025,0.13,44.59,365.64,34.527,47,0.132,flooding
30.167,0.033,0.034,0.088,30.167,365.371,23.947,44,0.222,flooding
40.137,0.025,0.028,0.116,40.15,361.248,32.557,45,0.172,flooding
149.957,0.007,0.007,0.175,149.957,146.221,124.943,179,0.049,flooding
186.92,0.005,0.007,0.215,186.92,143.544,156.977,196,0.039,flooding
189.267,0.005,0.006,0.218,189.273,144.094,158.69,194,0.037,flooding
58.917,0.017,0.016,0.078,58.917,164.598,49.227,186,0.113,flooding
23.123,0.043,0.042,0.037,23.123,197.981,19.35,29,0.299,flooding
22.84,0.044,0.043,0.037,22.847,204.077,19.137,30,0.332,flooding
22.253,0.045,0.048,0.035,22.27,197.841,18.55,29,0.276,flooding
22.15,0.045,0.044,0.035,22.15,198.524,18.523,27,0.274,flooding
22.207,0.045,0.045,0.037,22.207,208.801,18.327,27,0.268,flooding
23.407,0.043,0.042,0.038,23.413,202.1,19.027,35,0.287,flooding
22.873,0.044,0.042,0.037,22.873,199.87,17.88,28,0.311,flooding
22.38,0.045,0.044,0.036,22.38,200.023,17.497,25,0.32,flooding
16.777,0.048,0.045,0.027,16.777,199.61,13.33,24,0.333,flooding
33.972,0.029,0.027,0.099,33.975,364.554,26.29,48,0.201,flooding
35.152,0.028,0.03,0.102,35.158,363.017,27.895,45,0.21,flooding
168.438,0.006,0.007,0.195,168.438,144.736,139.87,188,0.047,flooding
124.092,0.008,0.009,0.148,124.095,148.961,103.343,194,0.06,flooding
22.982,0.044,0.043,0.037,22.985,201.011,19.142,29,0.34,flooding
22.202,0.045,0.046,0.035,22.21,198.181,18.282,29,0.299,flooding
22.807,0.044,0.043,0.037,22.81,205.362,18.412,36,0.3,flooding
22.627,0.044,0.043,0.036,22.627,199.946,17.445,28,0.338,flooding
8.388,0.048,0.045,0.013,8.388,199.61,6.665,24,0.333,flooding